Industry,Indentation Level,Main Category
"Leisure and Hospitality,1116.67,1083.33,1191.67,1233.33,1250.0,1266.67,1300.0,1433.33,1450.0,1600.0,1425.0,1608.33,1741.67,1841.67,1175.0",3,"Health Care & Social Assistance,991.67,958.33,1000.0,1100.0,1191.67,1266.67,1375.0,1325.0,1325.0,1416.67,1375.0,1391.67,1450.0,1600.0,1048.33"
"Other Services,400.0,450.0,400.0,400.0,375.0,400.0,400.0,500.0,500.0,500.0,408.33,475.0,500.0,500.0,405.0",3,"Health Care & Social Assistance,991.67,958.33,1000.0,1100.0,1191.67,1266.67,1375.0,1325.0,1325.0,1416.67,1375.0,1391.67,1450.0,1600.0,1048.33"
"Government,2991.67,2841.67,2708.33,2741.67,2800.0,2850.0,2858.33,2875.0,2891.67,3000.0,3050.0,3150.0,3283.33,3308.33,2816.67",3,"Health Care & Social Assistance,991.67,958.33,1000.0,1100.0,1191.67,1266.67,1375.0,1325.0,1325.0,1416.67,1375.0,1391.67,1450.0,1600.0,1048.33"
"Federal Government,191.67,166.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,116.67,100.0,100.0,100.0,131.67",4,"Federal Government,191.67,166.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,116.67,100.0,100.0,100.0,131.67"
"State Government,208.33,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,133.33,200.0,201.67",5,"Federal Government,191.67,166.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,116.67,100.0,100.0,100.0,131.67"
"Local Government,2591.67,2475.0,2408.33,2441.67,2500.0,2550.0,2558.33,2575.0,2591.67,2700.0,2733.33,2850.0,3050.0,3008.33,2483.33",5,"Federal Government,191.67,166.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,116.67,100.0,100.0,100.0,131.67"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,891416.67,887333.33,890516.67,893616.67,903641.67,919316.67,930241.67,942041.67,955075.0,965433.33,972800.0,990041.67,1002950.0,1013675.0,963468.75",0,
"Civilian Employment,767933.33,771116.67,787258.33,805225.0,830458.33,859750.0,876383.33,895258.33,915841.67,928058.33,879266.67,916591.67,961200.0,966508.33,891090.97",1,
"Civilian Unemployment,123483.33,116233.33,103266.67,88391.67,73175.0,59558.33,53866.67,46800.0,39250.0,37375.0,93525.0,73458.33,41750.0,47166.67,72379.17",1,
"Civilian Unemployment Rate,0.14,0.13,0.12,0.1,0.08,0.06,0.06,0.05,0.04,0.04,0.1,0.07,0.04,0.05,0.08",0,
"""Total, All Industries"",616483.33,607541.67,626608.33,648275.0,675633.33,710050.0,727066.67,750941.67,772700.0,800958.33,775358.33,815650.0,859591.67,860891.67,634908.33",0,
"Total Farm,2600.0,2450.0,2425.0,2416.67,2550.0,2200.0,1850.0,2166.67,2216.67,2450.0,2275.0,2275.0,2508.33,2208.33,2488.33",1,
"Total Nonfarm,613883.33,605091.67,624183.33,645858.33,673083.33,707850.0,725216.67,748775.0,770483.33,798508.33,773083.33,813375.0,857083.33,858683.33,632420.0",1,
"Goods Producing,72216.67,72141.67,74850.0,76600.0,82325.0,88566.67,90683.33,92058.33,95133.33,95183.33,91158.33,92708.33,97000.0,96416.67,75626.67",2,
"Mining and Logging,600.0,641.67,791.67,866.67,991.67,983.33,575.0,575.0,766.67,741.67,883.33,1016.67,1041.67,1108.33,778.34",3,
"Construction,24325.0,24966.67,26783.33,27433.33,30125.0,32733.33,33841.67,35166.67,37783.33,39041.67,38100.0,39200.0,40850.0,41658.33,26726.67",3,
"Manufacturing,47291.67,46533.33,47275.0,48300.0,51208.33,54850.0,56266.67,56316.67,56583.33,55400.0,52175.0,52491.67,55108.33,53650.0,48121.67",3,
"Durable Goods,28950.0,28366.67,29116.67,30016.67,31741.67,34541.67,35508.33,34950.0,34875.0,34566.67,31850.0,31291.67,32141.67,31775.0,29638.34",4,"Durable Goods,28950.0,28366.67,29116.67,30016.67,31741.67,34541.67,35508.33,34950.0,34875.0,34566.67,31850.0,31291.67,32141.67,31775.0,29638.34"
"Nondurable Goods,18341.67,18166.67,18158.33,18283.33,19466.67,20308.33,20758.33,21366.67,21708.33,20833.33,20325.0,21200.0,22966.67,21875.0,18483.33",4,"Nondurable Goods,18341.67,18166.67,18158.33,18283.33,19466.67,20308.33,20758.33,21366.67,21708.33,20833.33,20325.0,21200.0,22966.67,21875.0,18483.33"
"Service Providing,541666.67,532950.0,549333.33,569258.33,590758.33,619283.33,634533.33,656716.67,675350.0,703325.0,681925.0,720666.67,760083.33,762266.67,556793.33",2,"Nondurable Goods,18341.67,18166.67,18158.33,18283.33,19466.67,20308.33,20758.33,21366.67,21708.33,20833.33,20325.0,21200.0,22966.67,21875.0,18483.33"
"""      Trade, Transportation & Utilities"",152983.33,153966.67,164491.67,169966.67,178541.67,187091.67,193475.0,206566.67,215983.33,224816.67,233708.33,255075.0,266950.0,259791.67,163990.0",0,"Nondurable Goods,18341.67,18166.67,18158.33,18283.33,19466.67,20308.33,20758.33,21366.67,21708.33,20833.33,20325.0,21200.0,22966.67,21875.0,18483.33"
"Wholesale Trade,29641.67,29425.0,31550.0,34025.0,35850.0,38275.0,39075.0,38725.0,40541.67,41491.67,41125.0,41750.0,42191.67,40950.0,32098.33",4,"Wholesale Trade,29641.67,29425.0,31550.0,34025.0,35850.0,38275.0,39075.0,38725.0,40541.67,41491.67,41125.0,41750.0,42191.67,40950.0,32098.33"
"Retail Trade,76991.67,76900.0,80958.33,82416.67,83891.67,85525.0,87366.67,88208.33,88333.33,86983.33,81800.0,85616.67,88466.67,88250.0,80231.67",4,"Retail Trade,76991.67,76900.0,80958.33,82416.67,83891.67,85525.0,87366.67,88208.33,88333.33,86983.33,81800.0,85616.67,88466.67,88250.0,80231.67"
"""        Transportation, Warehousing, and Utilities"",46350.0,47641.67,51983.33,53525.0,58800.0,63291.67,67033.33,79633.33,87108.33,96341.67,110783.33,127708.33,136291.67,130591.67,51660.0",0,"Retail Trade,76991.67,76900.0,80958.33,82416.67,83891.67,85525.0,87366.67,88208.33,88333.33,86983.33,81800.0,85616.67,88466.67,88250.0,80231.67"
"Information,3766.67,4508.33,5325.0,5250.0,4950.0,5041.67,5241.67,5175.0,5250.0,5025.0,4066.67,4400.0,7500.0,7691.67,4760.0",3,"Retail Trade,76991.67,76900.0,80958.33,82416.67,83891.67,85525.0,87366.67,88208.33,88333.33,86983.33,81800.0,85616.67,88466.67,88250.0,80231.67"
"Financial Activities,21416.67,21291.67,21391.67,21825.0,22375.0,23000.0,23833.33,22383.33,21725.0,23433.33,23141.67,23741.67,23425.0,23775.0,21660.0",3,"Retail Trade,76991.67,76900.0,80958.33,82416.67,83891.67,85525.0,87366.67,88208.33,88333.33,86983.33,81800.0,85616.67,88466.67,88250.0,80231.67"
"Finance & Insurance,14091.67,14258.33,14516.67,14591.67,15041.67,15333.33,15558.33,13933.33,12700.0,13641.67,13408.33,13483.33,12233.33,12491.67,14500.0",4,"Finance & Insurance,14091.67,14258.33,14516.67,14591.67,15041.67,15333.33,15558.33,13933.33,12700.0,13641.67,13408.33,13483.33,12233.33,12491.67,14500.0"
"Real Estate & Rental & Leasing,7325.0,7033.33,6875.0,7233.33,7333.33,7666.67,8275.0,8450.0,9025.0,9791.67,9733.33,10258.33,11191.67,11283.33,7160.0",4,"Real Estate & Rental & Leasing,7325.0,7033.33,6875.0,7233.33,7333.33,7666.67,8275.0,8450.0,9025.0,9791.67,9733.33,10258.33,11191.67,11283.33,7160.0"
"Professional and Business Services,73125.0,73325.0,73058.33,74375.0,77800.0,84816.67,80650.0,80316.67,80850.0,85016.67,83875.0,92141.67,95308.33,88550.0,74336.67",3,"Real Estate & Rental & Leasing,7325.0,7033.33,6875.0,7233.33,7333.33,7666.67,8275.0,8450.0,9025.0,9791.67,9733.33,10258.33,11191.67,11283.33,7160.0"
"""        Professional, Scientific & Technical Services"",18866.67,19375.0,19575.0,20375.0,20900.0,19991.67,20133.33,20591.67,21508.33,23000.0,22425.0,24591.67,23658.33,23958.33,19818.33",0,"Real Estate & Rental & Leasing,7325.0,7033.33,6875.0,7233.33,7333.33,7666.67,8275.0,8450.0,9025.0,9791.67,9733.33,10258.33,11191.67,11283.33,7160.0"
"Management of Companies & Enterprises,5483.33,5416.67,5233.33,5241.67,5150.0,5866.67,6191.67,6025.0,5800.0,5741.67,5266.67,4941.67,4833.33,5283.33,5305.0",4,"Management of Companies & Enterprises,5483.33,5416.67,5233.33,5241.67,5150.0,5866.67,6191.67,6025.0,5800.0,5741.67,5266.67,4941.67,4833.33,5283.33,5305.0"
"Administrative and Support and Waste and Remediatio,48775.0,48533.33,48250.0,48758.33,51750.0,58958.33,54325.0,53700.0,53541.67,56275.0,56183.33,62608.33,66816.67,59308.33,49213.33",4,"Administrative and Support and Waste and Remediatio,48775.0,48533.33,48250.0,48758.33,51750.0,58958.33,54325.0,53700.0,53541.67,56275.0,56183.33,62608.33,66816.67,59308.33,49213.33"
"Private Education and Health Services,90191.67,91125.0,94666.67,102125.0,105266.67,109908.33,114091.67,119675.0,124533.33,134975.0,129083.33,129716.67,135816.67,143558.33,96675.0",3,"Administrative and Support and Waste and Remediatio,48775.0,48533.33,48250.0,48758.33,51750.0,58958.33,54325.0,53700.0,53541.67,56275.0,56183.33,62608.33,66816.67,59308.33,49213.33"
"Private Educational Services,10116.67,10191.67,9925.0,10625.0,9816.67,10100.0,10425.0,10775.0,11133.33,11716.67,10391.67,9850.0,10708.33,11733.33,10135.0",4,"Private Educational Services,10116.67,10191.67,9925.0,10625.0,9816.67,10100.0,10425.0,10775.0,11133.33,11716.67,10391.67,9850.0,10708.33,11733.33,10135.0"
"Health Care & Social Assistance,80075.0,80933.33,84741.67,91500.0,95450.0,99808.33,103666.67,108900.0,113400.0,123258.33,118691.67,119866.67,125108.33,131825.0,86540.0",4,"Health Care & Social Assistance,80075.0,80933.33,84741.67,91500.0,95450.0,99808.33,103666.67,108900.0,113400.0,123258.33,118691.67,119866.67,125108.33,131825.0,86540.0"
"Leisure and Hospitality,55108.33,55125.0,57066.67,60891.67,64283.33,68316.67,71516.67,75166.67,76916.67,78066.67,63733.33,71591.67,79750.0,82291.67,58495.0",3,"Health Care & Social Assistance,80075.0,80933.33,84741.67,91500.0,95450.0,99808.33,103666.67,108900.0,113400.0,123258.33,118691.67,119866.67,125108.33,131825.0,86540.0"
"""         Arts, Entertainment, and Recreation"",5975.0,5908.33,6091.67,6775.0,6866.67,7616.67,7916.67,8041.67,7766.67,7741.67,4950.0,5991.67,7350.0,7775.0,6323.33",0,"Health Care & Social Assistance,80075.0,80933.33,84741.67,91500.0,95450.0,99808.33,103666.67,108900.0,113400.0,123258.33,118691.67,119866.67,125108.33,131825.0,86540.0"
"Accommodation & Food Services,49133.33,49216.67,50975.0,54116.67,57416.67,60700.0,63600.0,67125.0,69150.0,70325.0,58783.33,65600.0,72400.0,74516.67,52171.67",4,"Accommodation & Food Services,49133.33,49216.67,50975.0,54116.67,57416.67,60700.0,63600.0,67125.0,69150.0,70325.0,58783.33,65600.0,72400.0,74516.67,52171.67"
"Other Services,19925.0,20333.33,20875.0,20858.33,21458.33,22275.0,22841.67,22841.67,23000.0,22916.67,20316.67,21808.33,23041.67,23800.0,20690.0",3,"Accommodation & Food Services,49133.33,49216.67,50975.0,54116.67,57416.67,60700.0,63600.0,67125.0,69150.0,70325.0,58783.33,65600.0,72400.0,74516.67,52171.67"
"Government,125150.0,113275.0,112458.33,113966.67,116083.33,118833.33,122883.33,124591.67,127091.67,129075.0,124000.0,122191.67,128291.67,132808.33,116186.67",3,"Accommodation & Food Services,49133.33,49216.67,50975.0,54116.67,57416.67,60700.0,63600.0,67125.0,69150.0,70325.0,58783.33,65600.0,72400.0,74516.67,52171.67"
"Federal Government,15125.0,14233.33,13816.67,13466.67,13400.0,13400.0,13383.33,13466.67,13533.33,13841.67,14441.67,13691.67,13400.0,13616.67,14008.33",4,"Federal Government,15125.0,14233.33,13816.67,13466.67,13400.0,13400.0,13383.33,13466.67,13533.33,13841.67,14441.67,13691.67,13400.0,13616.67,14008.33"
"State Government,13375.0,13058.33,12458.33,12008.33,12225.0,12425.0,12700.0,12891.67,13116.67,13500.0,13483.33,13383.33,13233.33,13283.33,12625.0",5,"Federal Government,15125.0,14233.33,13816.67,13466.67,13400.0,13400.0,13383.33,13466.67,13533.33,13841.67,14441.67,13691.67,13400.0,13616.67,14008.33"
"Local Government,96650.0,85983.33,86183.33,88491.67,90458.33,93008.33,96800.0,98233.33,100441.67,101733.33,96075.0,95116.67,101658.33,105908.33,89553.33",5,"Federal Government,15125.0,14233.33,13816.67,13466.67,13400.0,13400.0,13383.33,13466.67,13533.33,13841.67,14441.67,13691.67,13400.0,13616.67,14008.33"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,1515858.33,1521750.0,1536916.67,1537650.0,1537500.0,1548791.67,1563250.0,1570775.0,1579808.33,1580775.0,1544291.67,1544408.33,1578458.33,1596416.67,1566614.58",0,
"Civilian Employment,1348825.0,1361866.67,1394283.33,1415633.33,1437400.0,1467683.33,1489141.67,1507175.0,1526625.0,1529391.67,1399333.33,1444341.67,1523258.33,1534433.33,1467692.36",1,
"Civilian Unemployment,167033.33,159883.33,142650.0,122016.67,100108.33,81116.67,74116.67,63616.67,53175.0,51383.33,144966.67,100066.67,55208.33,62016.67,98924.3",1,
"Civilian Unemployment Rate,0.11,0.11,0.09,0.08,0.07,0.05,0.05,0.04,0.03,0.03,0.09,0.06,0.04,0.04,0.06",0,
"""Total, All Industries"",1250991.67,1260050.0,1292575.0,1325733.33,1354075.0,1393883.33,1431500.0,1460941.67,1491425.0,1512750.0,1394966.67,1451075.0,1540766.67,1561525.0,1455160.42",0,
"Total Farm,10525.0,9791.67,9800.0,9750.0,9383.33,9083.33,8925.0,8700.0,9266.67,9691.67,9150.0,9025.0,9591.67,9450.0,9662.5",3,
"Total Nonfarm,1240466.67,1250258.33,1282775.0,1315983.33,1344691.67,1384800.0,1422575.0,1452241.67,1482158.33,1503058.33,1385816.67,1442050.0,1531175.0,1552075.0,1445497.92",1,
"Total Private,1010000.0,1021300.0,1054941.67,1086500.0,1112775.0,1148650.0,1180333.33,1205958.33,1234066.67,1254483.33,1148725.0,1204150.0,1284591.67,1300766.67,1200434.72",2,
"Goods Producing,151491.67,152133.33,155700.0,160875.0,166725.0,176783.33,184975.0,189241.67,196358.33,199966.67,195400.0,198541.67,204866.67,205250.0,184160.42",2,
"""      Mining, Logging, and Construction"",55808.33,55616.67,57375.0,61316.67,64316.67,70225.0,76583.33,79841.67,84016.67,84308.33,81625.0,84133.33,87983.33,90150.0,77836.11",0,
"Mining and Logging,375.0,375.0,350.0,300.0,391.67,308.33,300.0,300.0,366.67,358.33,308.33,325.0,400.0,341.67,382.64",3,
"Construction,55433.33,55241.67,57025.0,61016.67,63925.0,69916.67,76283.33,79541.67,83650.0,83950.0,81316.67,83808.33,87583.33,89808.33,77453.47",3,
"Construction of Buildings,12466.67,12625.0,12933.33,13841.67,14458.33,15283.33,17066.67,18216.67,19258.33,19066.67,18641.67,19858.33,21333.33,21658.33,18577.08",4,"Construction of Buildings,12466.67,12625.0,12933.33,13841.67,14458.33,15283.33,17066.67,18216.67,19258.33,19066.67,18641.67,19858.33,21333.33,21658.33,18577.08"
"Heavy and Civil Engineering Construction,6075.0,5908.33,5941.67,6116.67,6650.0,6683.33,6583.33,7033.33,7458.33,7733.33,7958.33,7516.67,7100.0,7675.0,7215.97",5,"Construction of Buildings,12466.67,12625.0,12933.33,13841.67,14458.33,15283.33,17066.67,18216.67,19258.33,19066.67,18641.67,19858.33,21333.33,21658.33,18577.08"
"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42",4,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"""            Foundation, Structure, and Building Exterior Co"",6400.0,6516.67,6883.33,7141.67,7591.67,8891.67,9741.67,10366.67,11066.67,10525.0,10433.33,10466.67,11008.33,11341.67,9594.44",0,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"Building Equipment Contractors,15333.33,15450.0,16216.67,17416.67,18091.67,20025.0,22258.33,22441.67,22958.33,23225.0,22983.33,24258.33,25816.67,26866.67,22567.36",5,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"Building Finishing Contractors,9975.0,9566.67,10083.33,11116.67,11258.33,12933.33,14266.67,14991.67,16275.0,16550.0,14891.67,15308.33,15458.33,15566.67,13383.33",5,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"Other Specialty Trade Contractors,5183.33,5175.0,4966.67,5383.33,5875.0,6100.0,6366.67,6491.67,6633.33,6850.0,6408.33,6400.0,6866.67,6700.0,6115.28",6,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"Manufacturing,95683.33,96516.67,98325.0,99558.33,102408.33,106558.33,108391.67,109400.0,112341.67,115658.33,113775.0,114408.33,116883.33,115100.0,106324.3",3,"Specialty Trade Contractors,36891.67,36708.33,38150.0,41058.33,42816.67,47950.0,52633.33,54291.67,56933.33,57150.0,54716.67,56433.33,59150.0,60475.0,51660.42"
"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25",4,"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25"
"Computer and Electronic Product Manufacturing,26350.0,25775.0,25508.33,25008.33,25475.0,26358.33,27300.0,27991.67,28733.33,29725.0,30516.67,30433.33,31133.33,31033.33,28251.39",5,"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25"
"Transportation Equipment Manufacturing,16233.33,16450.0,17075.0,17650.0,18575.0,19950.0,20283.33,20175.0,20908.33,22100.0,21366.67,20325.0,19508.33,19191.67,18015.28",5,"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25"
"Aerospace Product and Parts Manufacturing,8225.0,9000.0,10008.33,10700.0,11358.33,11583.33,11566.67,11933.33,12750.0,13358.33,12891.67,11625.0,10950.0,11000.0,10374.3",6,"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25"
"Ship and Boat Building,7000.0,6483.33,6216.67,6033.33,6275.0,7400.0,7733.33,7250.0,6991.67,7450.0,7333.33,7475.0,7241.67,6933.33,6567.36",6,"Durable Goods,73783.33,74283.33,75216.67,75491.67,77300.0,80283.33,81233.33,81508.33,83716.67,86266.67,85400.0,83916.67,84608.33,84041.67,78931.25"
"Non-Durable Goods,21900.0,22233.33,23108.33,24066.67,25108.33,26275.0,27158.33,27891.67,28625.0,29391.67,28375.0,30491.67,32275.0,31058.33,27393.06",4,"Non-Durable Goods,21900.0,22233.33,23108.33,24066.67,25108.33,26275.0,27158.33,27891.67,28625.0,29391.67,28375.0,30491.67,32275.0,31058.33,27393.06"
"Service-Providing,1088975.0,1098125.0,1127075.0,1155108.33,1177966.67,1208016.67,1237600.0,1263000.0,1285800.0,1303091.67,1190416.67,1243508.33,1326308.33,1346825.0,1261337.5",3,"Non-Durable Goods,21900.0,22233.33,23108.33,24066.67,25108.33,26275.0,27158.33,27891.67,28625.0,29391.67,28375.0,30491.67,32275.0,31058.33,27393.06"
"Private Service Providing,858508.33,869166.67,899241.67,925625.0,946050.0,971866.67,995358.33,1016716.67,1037708.33,1054516.67,953325.0,1005608.33,1079725.0,1095516.67,1016274.31",2,"Non-Durable Goods,21900.0,22233.33,23108.33,24066.67,25108.33,26275.0,27158.33,27891.67,28625.0,29391.67,28375.0,30491.67,32275.0,31058.33,27393.06"
"""     Trade, Transportation, and Utilities"",199133.33,202791.67,209925.0,214225.0,216158.33,219258.33,220875.0,224700.0,225033.33,223966.67,207758.33,216833.33,222441.67,223058.33,216002.78",0,"Non-Durable Goods,21900.0,22233.33,23108.33,24066.67,25108.33,26275.0,27158.33,27891.67,28625.0,29391.67,28375.0,30491.67,32275.0,31058.33,27393.06"
"Wholesale Trade,41933.33,43275.0,45383.33,45766.67,44858.33,44058.33,43708.33,43833.33,43775.0,44033.33,41308.33,42075.0,43741.67,43216.67,43118.06",4,"Wholesale Trade,41933.33,43275.0,45383.33,45766.67,44858.33,44058.33,43708.33,43833.33,43775.0,44033.33,41308.33,42075.0,43741.67,43216.67,43118.06"
"""          Merchant Wholesalers, Durable Goods"",23608.33,24275.0,25550.0,25508.33,25391.67,24866.67,24416.67,24208.33,23608.33,23883.33,22450.0,22058.33,23125.0,23041.67,23694.44",0,"Wholesale Trade,41933.33,43275.0,45383.33,45766.67,44858.33,44058.33,43708.33,43833.33,43775.0,44033.33,41308.33,42075.0,43741.67,43216.67,43118.06"
"""          Merchant Wholesalers, Nondurable Goods"",14325.0,14958.33,15808.33,16416.67,16083.33,16183.33,16908.33,16800.0,17066.67,17000.0,15950.0,17025.0,17525.0,17166.67,16199.3",0,"Wholesale Trade,41933.33,43275.0,45383.33,45766.67,44858.33,44058.33,43708.33,43833.33,43775.0,44033.33,41308.33,42075.0,43741.67,43216.67,43118.06"
"Retail Trade,130683.33,133441.67,137233.33,141258.33,144300.0,146833.33,147458.33,148916.67,147916.67,145616.67,133191.67,137641.67,138641.67,139016.67,138093.06",4,"Retail Trade,130683.33,133441.67,137233.33,141258.33,144300.0,146833.33,147458.33,148916.67,147916.67,145616.67,133191.67,137641.67,138641.67,139016.67,138093.06"
